objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,mtfcc,funcstat,aland,awater,intptlat,intptlon,Shape__Area,Shape__Length
1231,06,041,110100,4,060411101004,Block Group 4,G5030,S,241844,29262,+37.9715911,-122.5197851,2.77975395874819E-05,0.045068619814312
1232,06,041,112204,2,060411122042,Block Group 2,G5030,S,114460,28568,+37.9663507,-122.5113874,1.46642155414156E-05,0.0248522575854089
1233,06,041,112203,1,060411122031,Block Group 1,G5030,S,51889,0,+37.9643322,-122.5042757,5.31987507201848E-06,0.0127532960108392
1234,06,041,130204,1,060411302041,Block Group 1,G5030,S,877599,3843644,+37.8564340,-122.4784450,0.000483386624637205,0.178293845976815
1235,06,041,112203,2,060411122032,Block Group 2,G5030,S,56554,0,+37.9650846,-122.5029667,5.79826928515104E-06,0.0125117492878367
1236,06,041,112202,3,060411122023,Block Group 3,G5030,S,79841,0,+37.9658152,-122.4994494,8.18590024209698E-06,0.0124789870766884
1237,06,041,108202,1,060411082021,Block Group 1,G5030,S,1370577,0,+38.0036741,-122.5564710,0.000140592311254295,0.0660374127422516
1238,06,041,105002,2,060411050022,Block Group 2,G5030,S,1519975,0,+38.0552539,-122.5173419,0.00015602555595251,0.085380474255614
1239,06,041,104104,3,060411041043,Block Group 3,G5030,S,1245875,0,+38.0760696,-122.5616446,0.000127924564367277,0.0608774589792168
1240,06,041,104104,1,060411041041,Block Group 1,G5030,S,1144618,0,+38.0743128,-122.5499156,0.000117525398763973,0.0571385835847041
1241,06,041,104104,2,060411041042,Block Group 2,G5030,S,571861,0,+38.0686771,-122.5431990,5.87113736401079E-05,0.0458563809322734
1242,06,041,130204,2,060411302042,Block Group 2,G5030,S,228871,0,+37.8580189,-122.4877770,2.34316144087643E-05,0.0233793827864095
1243,06,041,105001,3,060411050013,Block Group 3,G5030,S,780134,0,+38.0435012,-122.5269292,8.00675579739618E-05,0.0612383261409716
1244,06,041,105001,1,060411050011,Block Group 1,G5030,S,341726,0,+38.0511691,-122.5235450,3.50762588823272E-05,0.0252582248073957
1245,06,041,108201,2,060411082012,Block Group 2,G5030,S,586170,0,+37.9953823,-122.5360742,6.01218393967429E-05,0.0357539631059267
1246,06,041,111002,1,060411110021,Block Group 1,G5030,S,328698,0,+37.9687113,-122.5355614,3.37014957949577E-05,0.030182294792295
1247,06,041,103200,4,060411032004,Block Group 4,G5030,S,244795,0,+38.1032777,-122.5772009,2.51443420893338E-05,0.020601493053336
1248,06,081,611902,1,060816119021,Block Group 1,G5030,S,1444579,270870,+37.4674426,-122.1248062,0.000174719375081622,0.0744183788048577
1249,06,081,604104,1,060816041041,Block Group 1,G5030,S,239225,0,+37.6317697,-122.4153507,2.44182383539737E-05,0.0198291759799685
1250,06,081,603802,3,060816038023,Block Group 3,G5030,S,803030,0,+37.6146269,-122.4344173,8.19482106635405E-05,0.0503967683719221
1251,06,081,604103,2,060816041032,Block Group 2,G5030,S,279447,0,+37.6154000,-122.4042666,2.85175078715838E-05,0.0256889926892992
1252,06,081,613600,4,060816136004,Block Group 4,G5030,S,3266012,0,+37.5512604,-122.4985056,0.000333015439537121,0.0976155366746082
1253,06,081,607500,2,060816075002,Block Group 2,G5030,S,930777,0,+37.5487550,-122.3029813,9.49018008213898E-05,0.0676408328076964
1254,06,081,606000,3,060816060003,Block Group 3,G5030,S,232352,0,+37.5829815,-122.3291976,2.3700994461251E-05,0.0260760702608167
1255,06,081,608100,2,060816081002,Block Group 2,G5030,S,488605,124675,+37.5620350,-122.2617686,6.25406692051911E-05,0.0445282334747444
1256,06,081,613701,2,060816137012,Block Group 2,G5030,S,3845184,0,+37.4414793,-122.4359880,0.000391501603644429,0.0869404628622017
1257,06,081,614000,4,060816140004,Block Group 4,G5030,S,546588,0,+37.6338545,-122.4672312,5.57927160116378E-05,0.0427792442251975
1258,06,081,604103,1,060816041031,Block Group 1,G5030,S,293798,0,+37.6217467,-122.4087342,2.99844900837343E-05,0.0242879155340278
1259,06,081,613600,5,060816136005,Block Group 5,G5030,S,6219878,4802096,+37.5390601,-122.5036670,0.00112382768338648,0.321314654841014
1260,06,081,612001,2,060816120012,Block Group 2,G5030,S,331007,0,+37.4715829,-122.1519023,3.37152491738379E-05,0.0338365849668128
1261,06,081,610302,2,060816103022,Block Group 2,G5030,S,12721674,5730704,+37.5289207,-122.2112234,0.00188077593293201,0.269175321921407
1262,06,081,602602,2,060816026022,Block Group 2,G5030,S,449517,0,+37.6449226,-122.4666957,4.58910685665614E-05,0.0318939627297608
1263,06,081,601301,2,060816013012,Block Group 2,G5030,S,294893,0,+37.6902550,-122.4685716,3.01237473649962E-05,0.0251263543994847
1264,06,081,608502,2,060816085022,Block Group 2,G5030,S,211649,0,+37.5325187,-122.2857177,2.15753038901312E-05,0.0244215181572322
1265,06,081,607701,1,060816077011,Block Group 1,G5030,S,718700,0,+37.5710846,-122.2999236,7.33005072106607E-05,0.056202682361218
1266,06,081,613702,4,060816137024,Block Group 4,G5030,S,601696,0,+37.4673485,-122.4268915,6.128329277999E-05,0.0580330538472496
1267,06,081,608024,2,060816080242,Block Group 2,G5030,S,163107,0,+37.5527647,-122.2812511,1.6631319795124E-05,0.0258883144163211
1268,06,081,610202,2,060816102022,Block Group 2,G5030,S,1363072,22375,+37.4911420,-122.2284527,0.000141152911510289,0.08009937826577
1269,06,081,608200,2,060816082002,Block Group 2,G5030,S,689616,7927,+37.5683879,-122.2596172,7.11402535671368E-05,0.0545835397969304
1270,06,081,610700,4,060816107004,Block Group 4,G5030,S,403548,0,+37.4677868,-122.2178427,4.11019736930029E-05,0.0326151319726572
1271,06,081,602601,1,060816026011,Block Group 1,G5030,S,585329,0,+37.6458240,-122.4559935,5.97566131546046E-05,0.0381392646183667
1272,06,081,611901,2,060816119012,Block Group 2,G5030,S,429664,0,+37.4661626,-122.1345415,4.37610169683467E-05,0.0289024515028413
1273,06,081,602001,1,060816020011,Block Group 1,G5030,S,318484,0,+37.6600571,-122.4204757,3.25204064210993E-05,0.0285586320073903
1274,06,081,602001,3,060816020013,Block Group 3,G5030,S,1020038,0,+37.6639061,-122.4203437,0.00010416148825243,0.051503140936511
1275,06,081,605901,3,060816059013,Block Group 3,G5030,S,130531,0,+37.5723424,-122.3339913,1.331299154117E-05,0.0170798787883237
1276,06,081,611902,3,060816119023,Block Group 3,G5030,S,220665,3069,+37.4546385,-122.1265147,2.27835703299206E-05,0.0223872523268154
1277,06,081,612002,2,060816120022,Block Group 2,G5030,S,403740,0,+37.4649862,-122.1426886,4.11199494010361E-05,0.0303033876617636
1278,06,081,600501,3,060816005013,Block Group 3,G5030,S,185866,0,+37.7012282,-122.4607285,1.89890756701061E-05,0.019810453944244
1279,06,081,602201,2,060816022012,Block Group 2,G5030,S,144421,0,+37.6572573,-122.4195494,1.47460691550805E-05,0.0185429968819897
1280,06,081,600502,1,060816005021,Block Group 1,G5030,S,549039,0,+37.6968441,-122.4551099,5.60897633476998E-05,0.0458704150365899
1281,06,081,606400,5,060816064005,Block Group 5,G5030,S,107964,0,+37.5628156,-122.3284201,1.10100254460122E-05,0.0157740257613605
1282,06,081,600100,5,060816001005,Block Group 5,G5030,S,298794,0,+37.6821246,-122.3976320,3.05187541016494E-05,0.0269708644375243
1283,06,081,614000,3,060816140003,Block Group 3,G5030,S,247172,0,+37.6353797,-122.4616750,2.52304730565811E-05,0.0314641564452693
1284,06,081,601902,4,060816019024,Block Group 4,G5030,S,288479,0,+37.6596325,-122.4343325,2.94564420073584E-05,0.0261766398581466
1285,06,081,601502,3,060816015023,Block Group 3,G5030,S,481663,0,+37.6667309,-122.4790381,4.91868659082684E-05,0.0349869855551512
1286,06,081,603802,2,060816038022,Block Group 2,G5030,S,489171,0,+37.6135145,-122.4280663,4.99185730404861E-05,0.035519002274598
1287,06,081,608025,2,060816080252,Block Group 2,G5030,S,307204,108743,+37.5489328,-122.2739516,4.24119452873128E-05,0.0511461588844889
1288,06,081,606202,2,060816062022,Block Group 2,G5030,S,246022,0,+37.5691478,-122.3169211,2.50909711212444E-05,0.0319067188465716
1289,06,081,613701,1,060816137011,Block Group 1,G5030,S,1230120,1552138,+37.4556420,-122.4427407,0.00028331814246485,0.115613558017366
1290,06,081,600501,2,060816005012,Block Group 2,G5030,S,290111,0,+37.7004602,-122.4561747,2.96390708172112E-05,0.0295422395147877
1291,06,081,600701,2,060816007012,Block Group 2,G5030,S,112804,0,+37.7069567,-122.4624102,1.1525688933034E-05,0.0161157651200132
1292,06,081,600501,1,060816005011,Block Group 1,G5030,S,63900,0,+37.6955303,-122.4611088,6.52782637189375E-06,0.0122869520033951
1293,06,081,611901,3,060816119013,Block Group 3,G5030,S,450609,0,+37.4613366,-122.1360757,4.58911686109786E-05,0.0353245619594528
1294,06,081,602601,2,060816026012,Block Group 2,G5030,S,189292,0,+37.6480967,-122.4595814,1.93255805243098E-05,0.0198076806954197
1295,06,081,606000,1,060816060001,Block Group 1,G5030,S,256186,0,+37.5771110,-122.3337384,2.61306290667562E-05,0.0232034754583842
1296,06,081,601800,2,060816018002,Block Group 2,G5030,S,438943,0,+37.6556330,-122.4479995,4.48179525847081E-05,0.0378943507447499
1297,06,081,602001,2,060816020012,Block Group 2,G5030,S,122959,0,+37.6589394,-122.4127973,1.25551609926333E-05,0.018071308056938
1298,06,081,602202,2,060816022022,Block Group 2,G5030,S,169571,0,+37.6534940,-122.4124027,1.73136318153411E-05,0.0235011539739195
1299,06,081,604102,2,060816041022,Block Group 2,G5030,S,270491,0,+37.6301191,-122.4303618,2.76089185717865E-05,0.0216927425605759
1300,06,081,612101,3,060816121013,Block Group 3,G5030,S,122415,0,+37.4597373,-122.1429825,1.24668404168915E-05,0.0148292451894243
1301,06,081,600100,1,060816001001,Block Group 1,G5030,S,257776,0,+37.6813144,-122.4045559,2.63287652160216E-05,0.0367506705796378
1302,06,081,610901,2,060816109012,Block Group 2,G5030,S,184442,0,+37.4814383,-122.2345553,1.87892883332097E-05,0.0202630977515969
1303,06,081,600100,4,060816001004,Block Group 4,G5030,S,200516,0,+37.6808943,-122.4007935,2.04800621759205E-05,0.0254889648802012
1304,06,081,608025,1,060816080251,Block Group 1,G5030,S,354048,24160,+37.5567335,-122.2641586,3.8566259718209E-05,0.0301558560281487
1305,06,081,601400,4,060816014004,Block Group 4,G5030,S,419943,0,+37.6790002,-122.4751914,4.28912235292955E-05,0.0295647686750994
1306,06,081,600701,1,060816007011,Block Group 1,G5030,S,216247,0,+37.7059877,-122.4583296,2.2094463929534E-05,0.0302857429466466
1307,06,081,600600,3,060816006003,Block Group 3,G5030,S,169785,0,+37.6978933,-122.4631568,1.73452854141942E-05,0.0214383350496238
1308,06,081,601301,1,060816013011,Block Group 1,G5030,S,129309,0,+37.6912647,-122.4634966,1.32091631712683E-05,0.0146120121516272
1309,06,081,609202,3,060816092023,Block Group 3,G5030,S,185842,0,+37.5064281,-122.2636005,1.89379607036244E-05,0.0212962182173823
1310,06,081,610800,1,060816108001,Block Group 1,G5030,S,275794,0,+37.4681588,-122.2271279,2.80901958831237E-05,0.0239323333564285
1311,06,081,601400,3,060816014003,Block Group 3,G5030,S,111527,0,+37.6778581,-122.4805604,1.13906348815362E-05,0.0163439511552956
1312,06,081,610902,2,060816109022,Block Group 2,G5030,S,321369,0,+37.4732138,-122.2316635,3.273415586591E-05,0.0263073886106117
1313,06,081,605501,1,060816055011,Block Group 1,G5030,S,150169,0,+37.5782763,-122.3515671,1.53171472447866E-05,0.0172143716681858
1314,06,081,610303,5,060816103035,Block Group 5,G5030,S,126260,87910,+37.5389007,-122.2415458,2.18336558646115E-05,0.0236458734387306
1315,06,081,605502,1,060816055021,Block Group 1,G5030,S,354285,0,+37.5750030,-122.3496723,3.61355255336093E-05,0.0363978563855517
1316,06,081,605901,1,060816059011,Block Group 1,G5030,S,127131,0,+37.5735542,-122.3392539,1.29664967971621E-05,0.0169973667845489
1317,06,081,605901,2,060816059012,Block Group 2,G5030,S,198388,0,+37.5750314,-122.3367058,2.02346113837848E-05,0.0204320504014586
1318,06,081,605902,2,060816059022,Block Group 2,G5030,S,207315,0,+37.5696720,-122.3295814,2.11434335142258E-05,0.019198243998866
1319,06,081,606201,2,060816062012,Block Group 2,G5030,S,332225,0,+37.5737325,-122.3236208,3.38849190484325E-05,0.025591591303263
1320,06,081,601800,3,060816018003,Block Group 3,G5030,S,483645,0,+37.6601761,-122.4482119,4.93851298415393E-05,0.0468561537722721
1321,06,081,610100,2,060816101002,Block Group 2,G5030,S,190308,0,+37.4953939,-122.2416601,1.93900723388651E-05,0.0180557229906372
1322,06,081,613702,3,060816137023,Block Group 3,G5030,S,630666,0,+37.4587220,-122.4305291,6.4226550875901E-05,0.0436417217334362
1323,06,081,608025,3,060816080253,Block Group 3,G5030,S,2276892,2001302,+37.5686738,-122.2745605,0.000436323581197939,0.135043913505675
1324,06,081,610400,3,060816104003,Block Group 3,G5030,S,331503,0,+37.4824381,-122.1939111,3.37704382218362E-05,0.0238199088664255
1325,06,081,610901,1,060816109011,Block Group 1,G5030,S,329591,0,+37.4774460,-122.2340139,3.35738973262778E-05,0.0273678024676378
1326,06,081,610700,3,060816107003,Block Group 3,G5030,S,152919,0,+37.4645761,-122.2215354,1.55743091454497E-05,0.0185469521858707
1327,06,081,604104,2,060816041042,Block Group 2,G5030,S,305762,0,+37.6268481,-122.4127211,3.12075262627332E-05,0.0260447404649567
1328,06,081,600702,2,060816007022,Block Group 2,G5030,S,171808,0,+37.7033809,-122.4691844,1.7553450561536E-05,0.0176491429375643
1329,06,081,602002,1,060816020021,Block Group 1,G5030,S,380832,0,+37.6664991,-122.4139544,3.88899211429816E-05,0.0398232627420091
1330,06,081,611200,2,060816112002,Block Group 2,G5030,S,692802,0,+37.4583199,-122.2359098,7.05540824128548E-05,0.0376711738127965
1331,06,081,612002,1,060816120021,Block Group 1,G5030,S,219939,0,+37.4694585,-122.1429549,2.24015939238598E-05,0.0217938184607728
1332,06,081,612102,2,060816121022,Block Group 2,G5030,S,170290,0,+37.4571462,-122.1388495,1.73421362887893E-05,0.0190516764496855
1333,06,081,611902,2,060816119022,Block Group 2,G5030,S,215070,0,+37.4584686,-122.1276694,2.19025805563433E-05,0.0202948935541131
1334,06,081,610800,3,060816108003,Block Group 3,G5030,S,138809,0,+37.4737395,-122.2242206,1.4139065569907E-05,0.0178935927058495
1335,06,081,605502,2,060816055022,Block Group 2,G5030,S,381805,0,+37.5753022,-122.3447955,3.89422975786147E-05,0.0309018967954649
1336,06,081,602602,1,060816026021,Block Group 1,G5030,S,194817,0,+37.6485684,-122.4646550,1.98896959773265E-05,0.0238163320494295
1337,06,081,600502,2,060816005022,Block Group 2,G5030,S,258258,0,+37.6908776,-122.4575566,2.63817023551383E-05,0.0296417982361295
1338,06,081,604102,3,060816041023,Block Group 3,G5030,S,1303902,0,+37.6359247,-122.4257693,0.000133098740661808,0.0711231474097099
1339,06,081,609400,2,060816094002,Block Group 2,G5030,S,642626,0,+37.4973679,-122.2650883,6.54777772979287E-05,0.0370758138500173
1340,06,081,600701,3,060816007013,Block Group 3,G5030,S,194245,0,+37.7064347,-122.4674039,1.9846514078381E-05,0.0199384965495664
1341,06,081,612001,1,060816120011,Block Group 1,G5030,S,324686,0,+37.4681021,-122.1492562,3.30699572259618E-05,0.0256396853574606
1342,06,081,612101,2,060816121012,Block Group 2,G5030,S,179827,0,+37.4629989,-122.1480742,1.83145111805061E-05,0.0209569449255554
1343,06,081,602201,1,060816022011,Block Group 1,G5030,S,217389,0,+37.6583318,-122.4267798,2.2197108137334E-05,0.0206708710463972
1344,06,081,602201,3,060816022013,Block Group 3,G5030,S,135636,0,+37.6553765,-122.4202186,1.38487607728166E-05,0.0183120726253004
1345,06,081,611901,1,060816119011,Block Group 1,G5030,S,300166,0,+37.4702870,-122.1348807,3.05733028653776E-05,0.0251513311496429
1346,06,081,600702,1,060816007021,Block Group 1,G5030,S,138562,0,+37.7032532,-122.4645953,1.41566852107644E-05,0.0154293165325318
1347,06,081,602202,1,060816022021,Block Group 1,G5030,S,268200,0,+37.6561307,-122.4109587,2.73843197646784E-05,0.0254059449213684
1348,06,081,611902,4,060816119024,Block Group 4,G5030,S,248495,0,+37.4579463,-122.1320872,2.53064827120397E-05,0.0211499549115026
1349,06,081,608024,1,060816080241,Block Group 1,G5030,S,539655,0,+37.5490827,-122.2774595,5.50234321963217E-05,0.033137316829946
1350,06,081,600600,2,060816006002,Block Group 2,G5030,S,99526,0,+37.6938915,-122.4654429,1.01672480923298E-05,0.0183379553725032
1351,06,081,610902,1,060816109021,Block Group 1,G5030,S,266072,0,+37.4762345,-122.2281615,2.71027070084529E-05,0.024006976583005
1352,06,081,606202,1,060816062021,Block Group 1,G5030,S,329366,0,+37.5710144,-122.3207323,3.35918734890583E-05,0.0261428936160653
1353,06,081,605501,2,060816055012,Block Group 2,G5030,S,211630,0,+37.5801574,-122.3499162,2.15866680264298E-05,0.0284960347225826
1354,06,081,606201,1,060816062011,Block Group 1,G5030,S,296936,0,+37.5764387,-122.3261191,3.02865091725835E-05,0.0279518244978233
1355,06,081,605902,1,060816059021,Block Group 1,G5030,S,110190,0,+37.5713765,-122.3320151,1.1238390015933E-05,0.0163103359535012
1356,06,081,613702,1,060816137021,Block Group 1,G5030,S,57886596,2400213,+37.4653904,-122.3599749,0.00614038882486057,0.469030628932026
1357,06,081,612102,1,060816121021,Block Group 1,G5030,S,147480,0,+37.4548203,-122.1333972,1.50181176650221E-05,0.0233187850133259
1358,06,081,612101,1,060816121011,Block Group 1,G5030,S,357472,0,+37.4595860,-122.1490285,3.64051834367274E-05,0.0364894468659334
1359,06,081,601301,3,060816013013,Block Group 3,G5030,S,90934,0,+37.6888403,-122.4635390,9.28877489059232E-06,0.0136647431680846
1360,06,081,601302,2,060816013022,Block Group 2,G5030,S,147418,0,+37.6874064,-122.4614932,1.50584273796994E-05,0.0207230186321013
1361,06,081,613702,2,060816137022,Block Group 2,G5030,S,45850398,2800157,+37.4251265,-122.4059742,0.00495203988020876,0.492436805327855
1362,06,081,602300,2,060816023002,Block Group 2,G5030,S,9599272,3294288,+37.6501685,-122.3936830,0.00131641339112321,0.183419120102944
1363,06,081,602002,2,060816020022,Block Group 2,G5030,S,1863367,0,+37.6723078,-122.4219658,0.00019029916393265,0.0833193069602109
1364,06,081,601302,1,060816013021,Block Group 1,G5030,S,444653,0,+37.6853668,-122.4656527,4.54190740128979E-05,0.048244474206318
1365,06,055,200602,4,060552006024,Block Group 4,G5030,S,521967,735,+38.3295188,-122.2999386,5.38540180059499E-05,0.0388214708426741
1366,06,055,200504,4,060552005044,Block Group 4,G5030,S,613428,0,+38.3213113,-122.2899881,6.31946491012059E-05,0.0344213686891292
1367,06,055,200602,3,060552006023,Block Group 3,G5030,S,412398,0,+38.3257235,-122.2945639,4.24874178861501E-05,0.0322714009573773
1368,06,055,201004,3,060552010043,Block Group 3,G5030,S,573286,0,+38.1628220,-122.2464094,5.89330456932657E-05,0.0381429643699449
1369,06,055,201003,3,060552010033,Block Group 3,G5030,S,890396,0,+38.1691540,-122.2466399,9.15391615308181E-05,0.0417846045803829
1370,06,055,201200,3,060552012003,Block Group 3,G5030,S,42694947,197959,+38.4068796,-122.3965485,0.00442285613098647,0.552790422828803
1371,06,085,512309,1,060855123091,Block Group 1,G5030,S,2908326,0,+37.1388946,-121.5954451,0.000294946352369152,0.107189683009769
1372,06,085,503222,2,060855032222,Block Group 2,G5030,S,420454,0,+37.2959111,-121.8469592,4.2727364871098E-05,0.0390738393599
1373,06,085,503218,2,060855032182,Block Group 2,G5030,S,183484,0,+37.2804060,-121.8340967,1.86422812475939E-05,0.0184917700927023
1374,06,085,504424,2,060855044242,Block Group 2,G5030,S,370668,0,+37.4448467,-121.8829137,3.77416481569526E-05,0.0291787212487534
1375,06,085,507704,1,060855077041,Block Group 1,G5030,S,446037,0,+37.3259762,-122.0716194,4.53449629276292E-05,0.0398116534441501
1376,06,085,512036,2,060855120362,Block Group 2,G5030,S,472202,0,+37.2388299,-121.8108181,4.79505047223938E-05,0.0341283515309495
1377,06,085,509109,3,060855091093,Block Group 3,G5030,S,517085,0,+37.3903645,-122.0650935,5.26123849340365E-05,0.0351779796759466
1378,06,085,509111,1,060855091111,Block Group 1,G5030,S,450873,0,+37.3821528,-122.0591391,4.58698555121373E-05,0.0390205057023983
1379,06,085,509102,3,060855091023,Block Group 3,G5030,S,229162,0,+37.3860984,-122.0463947,2.33152277360205E-05,0.025446407785483
1380,06,085,507705,1,060855077051,Block Group 1,G5030,S,984353,0,+37.3146621,-122.0662061,0.000100056445262453,0.0641611010360128
1381,06,085,507705,2,060855077052,Block Group 2,G5030,S,3072576,82312,+37.3066122,-122.0806241,0.000320649459808919,0.110413306425404
1382,06,085,512058,2,060855120582,Block Group 2,G5030,S,170539,0,+37.2429009,-121.7970794,1.73185312632995E-05,0.0215584112292658
1383,06,085,503506,3,060855035063,Block Group 3,G5030,S,247826,0,+37.3471142,-121.8267054,2.5201602056768E-05,0.0214308195027383
1384,06,085,507805,4,060855078054,Block Group 4,G5030,S,675634,0,+37.3355433,-122.0506377,6.86949802002346E-05,0.0427200994041218
1385,06,085,512001,2,060855120012,Block Group 2,G5030,S,830301,0,+37.2673789,-121.7994089,8.43458137751441E-05,0.0758272740895611
1386,06,085,504424,4,060855044244,Block Group 4,G5030,S,217233,0,+37.4444927,-121.8886571,2.21185050577333E-05,0.019316010561373
1387,06,085,504319,4,060855043194,Block Group 4,G5030,S,527846,0,+37.3722465,-121.8651941,5.36945385647414E-05,0.0363461553864118
1388,06,085,504418,3,060855044183,Block Group 3,G5030,S,123012,0,+37.4282251,-121.8833139,1.25224009934755E-05,0.0147953120655783
1389,06,085,507903,3,060855079033,Block Group 3,G5030,S,625390,0,+37.3035607,-122.0098987,6.35598239568935E-05,0.0344582911018447
1390,06,085,512058,3,060855120583,Block Group 3,G5030,S,144295,0,+37.2443249,-121.8016013,1.46537558975979E-05,0.015496836518027
1391,06,085,503326,3,060855033263,Block Group 3,G5030,S,2926131,0,+37.3270772,-121.7584934,0.000297480845802056,0.102829664776453
1392,06,085,503326,2,060855033262,Block Group 2,G5030,S,930253,0,+37.3215041,-121.7742276,9.45656197472999E-05,0.0423978756710985
1393,06,085,508706,2,060855087062,Block Group 2,G5030,S,325742,0,+37.3684326,-122.0090655,3.31341816490749E-05,0.0258971437751086
1394,06,085,504807,1,060855048071,Block Group 1,G5030,S,291403,0,+37.4029748,-122.0175475,2.96542630167096E-05,0.0376976844141537
1395,06,085,502104,2,060855021042,Block Group 2,G5030,S,180404,0,+37.3084499,-121.9297454,1.83360334631288E-05,0.0172278174629028
1396,06,085,513000,4,060855130004,Block Group 4,G5030,S,181225,0,+37.4217740,-122.1579173,1.84468681254657E-05,0.0181605021683044
1397,06,085,508005,1,060855080051,Block Group 1,G5030,S,155387,0,+37.3211678,-122.0259609,1.57958284034976E-05,0.0176048549702393
1398,06,085,508205,1,060855082051,Block Group 1,G5030,S,724964,0,+37.3486160,-122.0087000,7.37231248422177E-05,0.0383401266294832
1399,06,085,508510,2,060855085102,Block Group 2,G5030,S,453091,0,+37.3589172,-122.0188340,4.60821552223933E-05,0.0356833825479016
1400,06,085,508206,3,060855082063,Block Group 3,G5030,S,507834,0,+37.3414591,-122.0108226,5.16379977852921E-05,0.0292503622390166
1401,06,085,508206,2,060855082062,Block Group 2,G5030,S,483301,0,+37.3407735,-122.0034678,4.9143012802233E-05,0.0383076089090636
1402,06,085,508102,2,060855081022,Block Group 2,G5030,S,1330106,0,+37.3299517,-122.0095500,0.000135228496219497,0.0571260257781399
1403,06,085,512513,1,060855125131,Block Group 1,G5030,S,611036,0,+37.0158986,-121.5794865,6.18689896327851E-05,0.0353925959390551
1404,06,085,512401,2,060855124012,Block Group 2,G5030,S,5764358,0,+37.0668052,-121.5612266,0.000584042109039729,0.113722727509437
1405,06,085,512401,3,060855124013,Block Group 3,G5030,S,13752451,0,+37.0548976,-121.5858498,0.00139317694174679,0.192384592832435
1406,06,085,512604,2,060855126042,Block Group 2,G5030,S,1616243,0,+37.0217965,-121.5724146,0.000163661502028845,0.068694865866429
1407,06,085,506504,1,060855065041,Block Group 1,G5030,S,122381,0,+37.3001819,-121.9521991,1.24372527352534E-05,0.0145424074309166
1408,06,085,512509,2,060855125092,Block Group 2,G5030,S,321730,0,+36.9956449,-121.5656552,3.25674523082853E-05,0.0271785763115445
1409,06,085,512509,3,060855125093,Block Group 3,G5030,S,770505,0,+36.9950473,-121.5736246,7.79947476985399E-05,0.0493447312996594
1410,06,085,513000,5,060855130005,Block Group 5,G5030,S,172836,0,+37.4242798,-122.1546679,1.75935056176968E-05,0.017688270504155
1411,06,085,512513,2,060855125132,Block Group 2,G5030,S,668332,0,+37.0295086,-121.5819759,6.76824370202667E-05,0.0516368268777921
1412,06,085,512512,1,060855125121,Block Group 1,G5030,S,538916,0,+36.9993255,-121.5757343,5.45548268746643E-05,0.040090190481726
1413,06,085,512516,1,060855125161,Block Group 1,G5030,S,812858,0,+37.0243421,-121.6040840,8.23131113065756E-05,0.0369191790327468
1414,06,085,512512,2,060855125122,Block Group 2,G5030,S,440482,0,+37.0026861,-121.5756519,4.45922014478128E-05,0.0331351542796162
1415,06,085,512515,2,060855125152,Block Group 2,G5030,S,8332540,0,+37.0330741,-121.6329447,0.000843880004140374,0.140542513260507
1416,06,085,512514,1,060855125141,Block Group 1,G5030,S,237706,0,+37.0276064,-121.5845227,2.40718309214571E-05,0.0197504354288459
1417,06,085,512516,2,060855125162,Block Group 2,G5030,S,2459860,3754,+37.0146086,-121.6113934,0.000249449803050084,0.0752301268757963
1418,06,085,512514,2,060855125142,Block Group 2,G5030,S,545566,0,+37.0209902,-121.5829422,5.52436699763348E-05,0.030781655330655
1419,06,085,504807,3,060855048073,Block Group 3,G5030,S,168588,0,+37.3990919,-122.0187748,1.71556371242332E-05,0.0213236777965275
1420,06,085,504807,2,060855048072,Block Group 2,G5030,S,488381,0,+37.4008106,-122.0136085,4.96983325319889E-05,0.0293768217789534
1421,06,085,508509,3,060855085093,Block Group 3,G5030,S,195244,0,+37.3655796,-122.0277941,1.98590482796135E-05,0.025580529114661
1422,06,085,508006,1,060855080061,Block Group 1,G5030,S,828580,0,+37.3195378,-122.0156360,8.42252215988992E-05,0.0516300011619117
1423,06,085,508510,1,060855085101,Block Group 1,G5030,S,283661,0,+37.3626290,-122.0159334,2.88514602289069E-05,0.0233398141049016
1424,06,085,508509,1,060855085091,Block Group 1,G5030,S,124086,0,+37.3645822,-122.0189802,1.26211566566781E-05,0.0144625803791597
1425,06,085,512054,2,060855120542,Block Group 2,G5030,S,150411,0,+37.2746245,-121.8354345,1.52808347593236E-05,0.0207186539943305
1426,06,085,507705,3,060855077053,Block Group 3,G5030,S,1181670,0,+37.3162577,-122.0787225,0.000120115686058853,0.055397391206943
1427,06,085,508305,3,060855083053,Block Group 3,G5030,S,150869,0,+37.3416890,-122.0372032,1.53408432197466E-05,0.020775798840955
1428,06,085,508206,1,060855082061,Block Group 1,G5030,S,383624,0,+37.3426091,-121.9992492,3.90085974686372E-05,0.0261231365894291
1429,06,085,508509,2,060855085092,Block Group 2,G5030,S,92200,0,+37.3660789,-122.0250902,9.37818685997627E-06,0.0120890612996517
1430,06,085,509403,3,060855094033,Block Group 3,G5030,S,156271,0,+37.3954786,-122.0975263,1.59011242431006E-05,0.0208273166437949
1431,06,085,504902,1,060855049021,Block Group 1,G5030,S,67133,0,+37.3984319,-121.9559505,6.83138159729424E-06,0.0105517622774903
1432,06,085,512402,4,060855124024,Block Group 4,G5030,S,5809971,0,+37.1047035,-121.5989876,0.000588952820180566,0.10459704394445
